doid_id,drugbank_id,disease,drug,category
DOID:263,DB00398,kidney cancer,Sorafenib,DM
DOID:263,DB01268,kidney cancer,Sunitinib,DM
DOID:263,DB06287,kidney cancer,Temsirolimus,DM
DOID:263,DB00570,kidney cancer,Vinblastine,DM
DOID:263,DB00541,kidney cancer,Vincristine,DM
DOID:263,DB00443,kidney cancer,Betamethasone,SYM
DOID:263,DB00482,kidney cancer,Celecoxib,SYM
DOID:263,DB01234,kidney cancer,Dexamethasone,SYM
DOID:263,DB00736,kidney cancer,Esomeprazole,SYM
DOID:263,DB00741,kidney cancer,Hydrocortisone,SYM
DOID:263,DB00338,kidney cancer,Omeprazole,SYM
DOID:263,DB00758,kidney cancer,Clopidogrel,NOT
DOID:263,DB00996,kidney cancer,Gabapentin,NOT
DOID:263,DB01005,kidney cancer,Hydroxyurea,NOT
DOID:263,DB00722,kidney cancer,Lisinopril,NOT
DOID:263,DB01206,kidney cancer,Lomustine,NOT
DOID:263,DB00603,kidney cancer,Medroxyprogesterone Acetate,NOT
DOID:263,DB01065,kidney cancer,Melatonin,NOT
DOID:263,DB00331,kidney cancer,Metformin,NOT
DOID:263,DB00399,kidney cancer,Zoledronate,NOT
DOID:1024,DB00250,leprosy,Dapsone,DM
DOID:1024,DB01045,leprosy,Rifampicin,DM
DOID:1024,DB01041,leprosy,Thalidomide,DM
DOID:3571,DB00997,liver cancer,Doxorubicin,DM
DOID:3571,DB00445,liver cancer,Epirubicin,DM
DOID:3571,DB00398,liver cancer,Sorafenib,DM
DOID:3571,DB00331,liver cancer,Metformin,NOT
DOID:1324,DB00515,lung cancer,Cisplatin,DM
DOID:1324,DB08865,lung cancer,Crizotinib,DM
DOID:1324,DB01248,lung cancer,Docetaxel,DM
DOID:1324,DB00997,lung cancer,Doxorubicin,DM
DOID:1324,DB00530,lung cancer,Erlotinib,DM
DOID:1324,DB00773,lung cancer,Etoposide,DM
DOID:1324,DB00317,lung cancer,Gefitinib,DM
DOID:1324,DB00441,lung cancer,Gemcitabine,DM
DOID:1324,DB00762,lung cancer,Irinotecan,DM
DOID:1324,DB00563,lung cancer,Methotrexate,DM
DOID:1324,DB01229,lung cancer,Paclitaxel,DM
DOID:1324,DB00642,lung cancer,Pemetrexed,DM
DOID:1324,DB00444,lung cancer,Teniposide,DM
DOID:1324,DB01030,lung cancer,Topotecan,DM
DOID:1324,DB00570,lung cancer,Vinblastine,DM
DOID:1324,DB00361,lung cancer,Vinorelbine,DM
DOID:1324,DB00813,lung cancer,Fentanyl,SYM
DOID:1324,DB00158,lung cancer,Folic Acid,NOT
DOID:1324,DB01005,lung cancer,Hydroxyurea,NOT
DOID:1324,DB01168,lung cancer,Procarbazine,NOT
DOID:0060073,DB00290,lymphatic system cancer,Bleomycin,DM
DOID:0060073,DB00262,lymphatic system cancer,Carmustine,DM
DOID:0060073,DB00987,lymphatic system cancer,Cytarabine,DM
DOID:0060073,DB01073,lymphatic system cancer,Fludarabine,DM
DOID:0060073,DB00888,lymphatic system cancer,Mechlorethamine,DM
DOID:0060073,DB00563,lymphatic system cancer,Methotrexate,DM
DOID:0060073,DB01204,lymphatic system cancer,Mitoxantrone,DM
DOID:0060073,DB00444,lymphatic system cancer,Teniposide,DM
DOID:0060073,DB00541,lymphatic system cancer,Vincristine,DM
DOID:12365,DB06697,malaria,Artemether,DM
DOID:12365,DB01190,malaria,Clindamycin,DM
DOID:12365,DB00250,malaria,Dapsone,DM
DOID:12365,DB00254,malaria,Doxycycline,DM
DOID:12365,DB00806,malaria,Pentoxifylline,DM
DOID:12365,DB01131,malaria,Proguanil,DM
DOID:12365,DB00205,malaria,Pyrimethamine,DM
DOID:12365,DB00908,malaria,Quinidine,DM
DOID:12365,DB01346,malaria,Quinidine barbiturate,DM
DOID:12365,DB00468,malaria,Quinine,DM
DOID:12365,DB00359,malaria,Sulfadiazine,DM
DOID:3070,DB00262,malignant glioma,Carmustine,DM
DOID:3070,DB00853,malignant glioma,Temozolomide,DM
DOID:1909,DB00290,melanoma,Bleomycin,DM
DOID:1909,DB00262,melanoma,Carmustine,DM
DOID:1909,DB00851,melanoma,Dacarbazine,DM
DOID:1909,DB00970,melanoma,Dactinomycin,DM
DOID:1909,DB01248,melanoma,Docetaxel,DM
DOID:1909,DB00853,melanoma,Temozolomide,DM
DOID:1909,DB08881,melanoma,Vemurafenib,DM
DOID:1909,DB01005,melanoma,Hydroxyurea,NOT
DOID:1909,DB01206,melanoma,Lomustine,NOT
DOID:1909,DB01042,melanoma,Melphalan,NOT
DOID:1909,DB01168,melanoma,Procarbazine,NOT
DOID:3565,DB00987,meningioma,Cytarabine,NOT
DOID:3565,DB00834,meningioma,Mifepristone,NOT
DOID:14221,DB00331,metabolic syndrome X,Metformin,DM
DOID:14221,DB00153,metabolic syndrome X,Ergocalciferol,NOT
DOID:6364,DB00321,migraine,Amitriptyline,DM
DOID:6364,DB00996,migraine,Gabapentin,DM
DOID:6364,DB00571,migraine,Propranolol,DM
DOID:6364,DB00373,migraine,Timolol,DM
DOID:6364,DB00273,migraine,Topiramate,DM
DOID:6364,DB00313,migraine,Valproic Acid,DM
DOID:6364,DB00661,migraine,Verapamil,DM
DOID:6364,DB00316,migraine,Acetaminophen,SYM
DOID:6364,DB00945,migraine,Acetylsalicylic acid,SYM
DOID:6364,DB00918,migraine,Almotriptan,SYM
DOID:6364,DB01435,migraine,Antipyrine,SYM
DOID:6364,DB00241,migraine,Butalbital,SYM
DOID:6364,DB00201,migraine,Caffeine,SYM
DOID:6364,DB00924,migraine,Cyclobenzaprine,SYM
DOID:6364,DB00434,migraine,Cyproheptadine,SYM
DOID:6364,DB00586,migraine,Diclofenac,SYM
DOID:6364,DB00320,migraine,Dihydroergotamine,SYM
DOID:6364,DB00216,migraine,Eletriptan,SYM
DOID:6364,DB00696,migraine,Ergotamine,SYM
DOID:6364,DB00998,migraine,Frovatriptan,SYM
DOID:6364,DB00328,migraine,Indomethacin,SYM
DOID:6364,DB00353,migraine,Methylergometrine,SYM
DOID:6364,DB01233,migraine,Metoclopramide,SYM
DOID:6364,DB00788,migraine,Naproxen,SYM
DOID:6364,DB00952,migraine,Naratriptan,SYM
DOID:6364,DB01173,migraine,Orphenadrine,SYM
DOID:6364,DB00635,migraine,Prednisone,SYM
DOID:6364,DB00953,migraine,Rizatriptan,SYM
DOID:6364,DB00669,migraine,Sumatriptan,SYM
DOID:6364,DB00697,migraine,Tizanidine,SYM
DOID:6364,DB00315,migraine,Zolmitriptan,SYM
DOID:2377,DB00993,multiple sclerosis,Azathioprine,DM
DOID:2377,DB00443,multiple sclerosis,Betamethasone,DM
DOID:2377,DB00242,multiple sclerosis,Cladribine,DM
DOID:2377,DB01234,multiple sclerosis,Dexamethasone,DM
DOID:2377,DB08868,multiple sclerosis,Fingolimod,DM
DOID:2377,DB00563,multiple sclerosis,Methotrexate,DM
DOID:2377,DB00959,multiple sclerosis,Methylprednisolone,DM
DOID:2377,DB01204,multiple sclerosis,Mitoxantrone,DM
DOID:2377,DB00860,multiple sclerosis,Prednisolone,DM
DOID:2377,DB00635,multiple sclerosis,Prednisone,DM
DOID:2377,DB00620,multiple sclerosis,Triamcinolone,DM
DOID:2377,DB00915,multiple sclerosis,Amantadine,SYM
DOID:2377,DB00321,multiple sclerosis,Amitriptyline,SYM
DOID:2377,DB00181,multiple sclerosis,Baclofen,SYM
DOID:2377,DB00564,multiple sclerosis,Carbamazepine,SYM
DOID:2377,DB01068,multiple sclerosis,Clonazepam,SYM
DOID:2377,DB06637,multiple sclerosis,Dalfampridine,SYM
DOID:2377,DB01219,multiple sclerosis,Dantrolene,SYM
DOID:2377,DB00514,multiple sclerosis,Dextromethorphan,SYM
DOID:2377,DB00829,multiple sclerosis,Diazepam,SYM
DOID:2377,DB00402,multiple sclerosis,Eszopiclone,SYM
DOID:2377,DB00996,multiple sclerosis,Gabapentin,SYM
DOID:2377,DB00745,multiple sclerosis,Modafinil,SYM
DOID:2377,DB00540,multiple sclerosis,Nortriptyline,SYM
DOID:2377,DB00776,multiple sclerosis,Oxcarbazepine,SYM
DOID:2377,DB00230,multiple sclerosis,Pregabalin,SYM
DOID:2377,DB01589,multiple sclerosis,Quazepam,SYM
DOID:2377,DB00203,multiple sclerosis,Sildenafil,SYM
DOID:2377,DB01591,multiple sclerosis,Solifenacin,SYM
DOID:2377,DB00697,multiple sclerosis,Tizanidine,SYM
DOID:2377,DB01036,multiple sclerosis,Tolterodine,SYM
DOID:2377,DB00425,multiple sclerosis,Zolpidem,SYM
DOID:2377,DB01198,multiple sclerosis,Zopiclone,SYM
DOID:2377,DB00252,multiple sclerosis,Phenytoin,NOT
DOID:2377,DB00953,multiple sclerosis,Rizatriptan,NOT
DOID:2377,DB00268,multiple sclerosis,Ropinirole,NOT
DOID:4045,DB00851,muscle cancer,Dacarbazine,DM
DOID:4045,DB00970,muscle cancer,Dactinomycin,DM
DOID:4045,DB00997,muscle cancer,Doxorubicin,DM
DOID:4045,DB00773,muscle cancer,Etoposide,DM
DOID:4045,DB00563,muscle cancer,Methotrexate,DM
DOID:4045,DB00541,muscle cancer,Vincristine,DM
DOID:4045,DB01042,muscle cancer,Melphalan,NOT
DOID:8986,DB00182,narcolepsy,Amphetamine,SYM
DOID:8986,DB01576,narcolepsy,Dextroamphetamine,SYM
DOID:8986,DB01440,narcolepsy,Gamma Hydroxybutyric Acid,SYM
DOID:8986,DB01577,narcolepsy,Methamphetamine,SYM
DOID:8986,DB00745,narcolepsy,Modafinil,SYM
DOID:585,DB00999,nephrolithiasis,Hydrochlorothiazide,DM
DOID:0050742,DB01273,nicotine dependence,Varenicline,DM
DOID:0050742,DB00184,nicotine dependence,Nicotine,SYM
DOID:9970,DB00865,obesity,Benzphetamine,DM
DOID:9970,DB01156,obesity,Bupropion,DM
DOID:9970,DB00501,obesity,Cimetidine,DM
DOID:9970,DB00937,obesity,Diethylpropion,DM
DOID:9970,DB01577,obesity,Methamphetamine,DM
DOID:9970,DB01083,obesity,Orlistat,DM
DOID:9970,DB01579,obesity,Phendimetrazine,DM
DOID:9970,DB00191,obesity,Phentermine,DM
DOID:9970,DB00397,obesity,Phenylpropanolamine,DM
DOID:9970,DB01105,obesity,Sibutramine,DM
DOID:9970,DB00273,obesity,Topiramate,DM
DOID:2174,DB00958,ocular cancer,Carboplatin,DM
DOID:2174,DB00970,ocular cancer,Dactinomycin,DM
DOID:8398,DB00316,osteoarthritis,Acetaminophen,SYM
DOID:8398,DB00945,osteoarthritis,Acetylsalicylic acid,SYM
DOID:8398,DB00482,osteoarthritis,Celecoxib,SYM
DOID:8398,DB00122,osteoarthritis,Choline,SYM
DOID:8398,DB00318,osteoarthritis,Codeine,SYM
DOID:8398,DB00924,osteoarthritis,Cyclobenzaprine,SYM
DOID:8398,DB00586,osteoarthritis,Diclofenac,SYM
DOID:8398,DB00861,osteoarthritis,Diflunisal,SYM
DOID:8398,DB00749,osteoarthritis,Etodolac,SYM
DOID:8398,DB00573,osteoarthritis,Fenoprofen,SYM
DOID:8398,DB00712,osteoarthritis,Flurbiprofen,SYM
DOID:8398,DB01296,osteoarthritis,Glucosamine,SYM
DOID:8398,DB01050,osteoarthritis,Ibuprofen,SYM
DOID:8398,DB00328,osteoarthritis,Indomethacin,SYM
DOID:8398,DB01009,osteoarthritis,Ketoprofen,SYM
DOID:8398,DB00281,osteoarthritis,Lidocaine,SYM
DOID:8398,DB00814,osteoarthritis,Meloxicam,SYM
DOID:8398,DB00959,osteoarthritis,Methylprednisolone,SYM
DOID:8398,DB00461,osteoarthritis,Nabumetone,SYM
DOID:8398,DB00788,osteoarthritis,Naproxen,SYM
DOID:8398,DB00991,osteoarthritis,Oxaprozin,SYM
DOID:8398,DB00554,osteoarthritis,Piroxicam,SYM
DOID:8398,DB00635,osteoarthritis,Prednisone,SYM
DOID:8398,DB00605,osteoarthritis,Sulindac,SYM
DOID:8398,DB00500,osteoarthritis,Tolmetin,SYM
DOID:8398,DB00201,osteoarthritis,Caffeine,NOT
DOID:8398,DB01068,osteoarthritis,Clonazepam,NOT
DOID:8398,DB00929,osteoarthritis,Misoprostol,NOT
DOID:11476,DB00630,osteoporosis,Alendronate,DM
DOID:11476,DB00136,osteoporosis,Calcitriol,DM
DOID:11476,DB00258,osteoporosis,Calcium Acetate,DM
DOID:11476,DB00169,osteoporosis,Cholecalciferol,DM
DOID:11476,DB00286,osteoporosis,Conjugated Estrogens,DM
DOID:11476,DB00153,osteoporosis,Ergocalciferol,DM
DOID:11476,DB00783,osteoporosis,Estradiol,DM
DOID:11476,DB04574,osteoporosis,Estropipate,DM
DOID:11476,DB00977,osteoporosis,Ethinyl Estradiol,DM
DOID:11476,DB01077,osteoporosis,Etidronic acid,DM
DOID:11476,DB00710,osteoporosis,Ibandronate,DM
DOID:11476,DB00282,osteoporosis,Pamidronate,DM
DOID:11476,DB00481,osteoporosis,Raloxifene,DM
DOID:11476,DB00884,osteoporosis,Risedronate,DM
DOID:11476,DB00399,osteoporosis,Zoledronate,DM
DOID:11476,DB00621,osteoporosis,Oxandrolone,SYM
DOID:11476,DB00999,osteoporosis,Hydrochlorothiazide,NOT
DOID:11476,DB00603,osteoporosis,Medroxyprogesterone Acetate,NOT
DOID:11476,DB06710,osteoporosis,Methyltestosterone,NOT
DOID:11476,DB00717,osteoporosis,Norethindrone,NOT
DOID:2394,DB00488,ovarian cancer,Altretamine,DM
DOID:2394,DB00958,ovarian cancer,Carboplatin,DM
DOID:2394,DB00291,ovarian cancer,Chlorambucil,DM
DOID:2394,DB01248,ovarian cancer,Docetaxel,DM
DOID:2394,DB00997,ovarian cancer,Doxorubicin,DM
DOID:2394,DB00445,ovarian cancer,Epirubicin,DM
DOID:2394,DB01042,ovarian cancer,Melphalan,DM
DOID:2394,DB01229,ovarian cancer,Paclitaxel,DM
DOID:2394,DB01030,ovarian cancer,Topotecan,DM
DOID:2394,DB00361,ovarian cancer,Vinorelbine,DM
DOID:2394,DB01005,ovarian cancer,Hydroxyurea,NOT
DOID:2394,DB01357,ovarian cancer,Mestranol,NOT
DOID:1793,DB00851,pancreatic cancer,Dacarbazine,DM
DOID:1793,DB01248,pancreatic cancer,Docetaxel,DM
DOID:1793,DB00997,pancreatic cancer,Doxorubicin,DM
DOID:1793,DB00445,pancreatic cancer,Epirubicin,DM
DOID:1793,DB00530,pancreatic cancer,Erlotinib,DM
DOID:1793,DB00544,pancreatic cancer,Fluorouracil,DM
DOID:1793,DB00441,pancreatic cancer,Gemcitabine,DM
DOID:1793,DB00762,pancreatic cancer,Irinotecan,DM
DOID:1793,DB01268,pancreatic cancer,Sunitinib,DM
DOID:1793,DB00675,pancreatic cancer,Tamoxifen,DM
DOID:1793,DB00104,pancreatic cancer,Octreotide,SYM
DOID:4989,DB00424,pancreatitis,Hyoscyamine,DM
DOID:4989,DB00782,pancreatitis,Propantheline,DM
DOID:4989,DB00104,pancreatitis,Octreotide,SYM
DOID:4989,DB00572,pancreatitis,Atropine,NOT
DOID:4989,DB01241,pancreatitis,Gemfibrozil,NOT
DOID:4989,DB00627,pancreatitis,Niacin,NOT
DOID:594,DB00404,panic disorder,Alprazolam,SYM
DOID:594,DB01156,panic disorder,Bupropion,SYM
DOID:594,DB00490,panic disorder,Buspirone,SYM
DOID:594,DB00215,panic disorder,Citalopram,SYM
DOID:594,DB01242,panic disorder,Clomipramine,SYM
DOID:594,DB01068,panic disorder,Clonazepam,SYM
DOID:594,DB00829,panic disorder,Diazepam,SYM
DOID:594,DB00472,panic disorder,Fluoxetine,SYM
DOID:594,DB00176,panic disorder,Fluvoxamine,SYM
DOID:594,DB00458,panic disorder,Imipramine,SYM
DOID:594,DB01247,panic disorder,Isocarboxazid,SYM
DOID:594,DB00186,panic disorder,Lorazepam,SYM
DOID:594,DB00934,panic disorder,Maprotiline,SYM
DOID:594,DB00540,panic disorder,Nortriptyline,SYM
DOID:594,DB00334,panic disorder,Olanzapine,SYM
DOID:594,DB00715,panic disorder,Paroxetine,SYM
DOID:594,DB01104,panic disorder,Sertraline,SYM
DOID:594,DB00285,panic disorder,Venlafaxine,SYM
DOID:824,DB00417,periodontitis,Penicillin V,NOT
DOID:1192,DB00523,peripheral nervous system neoplasm,Alitretinoin,DM
DOID:1192,DB00515,peripheral nervous system neoplasm,Cisplatin,DM
DOID:1192,DB00851,peripheral nervous system neoplasm,Dacarbazine,DM
DOID:1192,DB00970,peripheral nervous system neoplasm,Dactinomycin,DM
DOID:1192,DB00997,peripheral nervous system neoplasm,Doxorubicin,DM
DOID:1192,DB00445,peripheral nervous system neoplasm,Epirubicin,DM
DOID:1192,DB00773,peripheral nervous system neoplasm,Etoposide,DM
DOID:1192,DB00982,peripheral nervous system neoplasm,Isotretinoin,DM
DOID:1192,DB01042,peripheral nervous system neoplasm,Melphalan,DM
DOID:1192,DB01030,peripheral nervous system neoplasm,Topotecan,DM
DOID:1192,DB00755,peripheral nervous system neoplasm,Tretinoin,DM
DOID:1192,DB00541,peripheral nervous system neoplasm,Vincristine,DM
DOID:11612,DB00331,polycystic ovary syndrome,Metformin,DM
DOID:11612,DB00304,polycystic ovary syndrome,Desogestrel,SYM
DOID:11612,DB01395,polycystic ovary syndrome,Drospirenone,SYM
DOID:11612,DB00977,polycystic ovary syndrome,Ethinyl Estradiol,SYM
DOID:11612,DB00367,polycystic ovary syndrome,Levonorgestrel,SYM
DOID:11612,DB00717,polycystic ovary syndrome,Norethindrone,SYM
DOID:12236,DB06777,primary biliary cirrhosis,Chenodeoxycholic acid,DM
DOID:12236,DB01394,primary biliary cirrhosis,Colchicine,DM
DOID:12236,DB01586,primary biliary cirrhosis,Ursodeoxycholic acid,DM
DOID:12236,DB00859,primary biliary cirrhosis,Penicillamine,NOT
DOID:10283,DB05812,prostate cancer,Abiraterone,DM
DOID:10283,DB01128,prostate cancer,Bicalutamide,DM
DOID:10283,DB06772,prostate cancer,Cabazitaxel,DM
DOID:10283,DB01101,prostate cancer,Capecitabine,DM
DOID:10283,DB00286,prostate cancer,Conjugated Estrogens,DM
DOID:10283,DB06699,prostate cancer,Degarelix,DM
DOID:10283,DB01248,prostate cancer,Docetaxel,DM
DOID:10283,DB00997,prostate cancer,Doxorubicin,DM
DOID:10283,DB00445,prostate cancer,Epirubicin,DM
DOID:10283,DB00783,prostate cancer,Estradiol,DM
DOID:10283,DB08866,prostate cancer,Estradiol valerate/Dienogest,DM
DOID:10283,DB01196,prostate cancer,Estramustine,DM
DOID:10283,DB00655,prostate cancer,Estrone,DM
DOID:10283,DB00977,prostate cancer,Ethinyl Estradiol,DM
DOID:10283,DB00773,prostate cancer,Etoposide,DM
DOID:10283,DB00499,prostate cancer,Flutamide,DM
DOID:10283,DB00014,prostate cancer,Goserelin,DM
DOID:10283,DB01204,prostate cancer,Mitoxantrone,DM
DOID:10283,DB00665,prostate cancer,Nilutamide,DM
DOID:10283,DB00635,prostate cancer,Prednisone,DM
DOID:10283,DB00126,prostate cancer,Vitamin C,DM
DOID:10283,DB00443,prostate cancer,Betamethasone,SYM
DOID:10283,DB00482,prostate cancer,Celecoxib,SYM
DOID:10283,DB01234,prostate cancer,Dexamethasone,SYM
DOID:10283,DB00736,prostate cancer,Esomeprazole,SYM
DOID:10283,DB00813,prostate cancer,Fentanyl,SYM
DOID:10283,DB00741,prostate cancer,Hydrocortisone,SYM
DOID:10283,DB01233,prostate cancer,Metoclopramide,SYM
DOID:10283,DB00338,prostate cancer,Omeprazole,SYM
DOID:10283,DB00706,prostate cancer,Tamsulosin,SYM
DOID:10283,DB00513,prostate cancer,Aminocaproic Acid,NOT
DOID:10283,DB00537,prostate cancer,Ciprofloxacin,NOT
DOID:10283,DB01216,prostate cancer,Finasteride,NOT
DOID:10283,DB01005,prostate cancer,Hydroxyurea,NOT
DOID:10283,DB01065,prostate cancer,Melatonin,NOT
DOID:10283,DB00331,prostate cancer,Metformin,NOT
DOID:10283,DB00175,prostate cancer,Pravastatin,NOT
DOID:10283,DB00230,prostate cancer,Pregabalin,NOT
DOID:10283,DB00877,prostate cancer,Sirolimus,NOT
DOID:10283,DB00399,prostate cancer,Zoledronate,NOT
DOID:8893,DB00459,psoriasis,Acitretin,DM
DOID:8893,DB00394,psoriasis,Beclomethasone,DM
DOID:8893,DB00443,psoriasis,Betamethasone,DM
DOID:8893,DB02300,psoriasis,Calcipotriol,DM
DOID:8893,DB00136,psoriasis,Calcitriol,DM
DOID:8893,DB00169,psoriasis,Cholecalciferol,DM
DOID:8893,DB01013,psoriasis,Clobetasol propionate,DM
DOID:8893,DB00091,psoriasis,Cyclosporine,DM
DOID:8893,DB01234,psoriasis,Dexamethasone,DM
DOID:8893,DB00591,psoriasis,Fluocinolone Acetonide,DM
DOID:8893,DB01047,psoriasis,Fluocinonide,DM
DOID:8893,DB00741,psoriasis,Hydrocortisone,DM
DOID:8893,DB01005,psoriasis,Hydroxyurea,DM
DOID:8893,DB00563,psoriasis,Methotrexate,DM
DOID:8893,DB00553,psoriasis,Methoxsalen,DM
DOID:8893,DB00688,psoriasis,Mycophenolate mofetil,DM
DOID:8893,DB01024,psoriasis,Mycophenolic acid,DM
DOID:8893,DB00860,psoriasis,Prednisolone,DM
DOID:8893,DB00635,psoriasis,Prednisone,DM
DOID:8893,DB00799,psoriasis,Tazarotene,DM
DOID:8893,DB00620,psoriasis,Triamcinolone,DM
DOID:8893,DB01397,psoriasis,Magnesium salicylate,SYM
DOID:8893,DB01398,psoriasis,Salicylate-sodium,SYM
DOID:8893,DB00936,psoriasis,Salicylic acid,SYM
DOID:8893,DB01401,psoriasis,Trisalicylate-choline,SYM
DOID:8893,DB01294,psoriasis,Bismuth Subsalicylate,NOT
DOID:8893,DB01091,psoriasis,Butenafine,NOT
DOID:9008,DB00995,psoriatic arthritis,Auranofin,DM
DOID:9008,DB00443,psoriatic arthritis,Betamethasone,DM
DOID:9008,DB01234,psoriatic arthritis,Dexamethasone,DM
DOID:9008,DB00563,psoriatic arthritis,Methotrexate,DM
DOID:9008,DB00959,psoriatic arthritis,Methylprednisolone,DM
DOID:9008,DB00860,psoriatic arthritis,Prednisolone,DM
DOID:9008,DB00635,psoriatic arthritis,Prednisone,DM
DOID:9008,DB00620,psoriatic arthritis,Triamcinolone,DM
DOID:9835,DB01057,refractive error,Echothiophate,NOT
DOID:0050425,DB00564,restless legs syndrome,Carbamazepine,SYM
DOID:0050425,DB00190,restless legs syndrome,Carbidopa,SYM
DOID:0050425,DB01068,restless legs syndrome,Clonazepam,SYM
DOID:0050425,DB00575,restless legs syndrome,Clonidine,SYM
DOID:0050425,DB00996,restless legs syndrome,Gabapentin,SYM
DOID:0050425,DB01235,restless legs syndrome,L-DOPA,SYM
DOID:0050425,DB00413,restless legs syndrome,Pramipexole,SYM
DOID:0050425,DB00230,restless legs syndrome,Pregabalin,SYM
DOID:0050425,DB00268,restless legs syndrome,Ropinirole,SYM
DOID:0050425,DB00193,restless legs syndrome,Tramadol,SYM
DOID:7148,DB00995,rheumatoid arthritis,Auranofin,DM
DOID:7148,DB00993,rheumatoid arthritis,Azathioprine,DM
DOID:7148,DB00443,rheumatoid arthritis,Betamethasone,DM
DOID:7148,DB00091,rheumatoid arthritis,Cyclosporine,DM
DOID:7148,DB01234,rheumatoid arthritis,Dexamethasone,DM
DOID:7148,DB00153,rheumatoid arthritis,Ergocalciferol,DM
DOID:7148,DB00741,rheumatoid arthritis,Hydrocortisone,DM
DOID:7148,DB01097,rheumatoid arthritis,Leflunomide,DM
DOID:7148,DB00563,rheumatoid arthritis,Methotrexate,DM
DOID:7148,DB00959,rheumatoid arthritis,Methylprednisolone,DM